headline,category,date,sentiment_score
guess who joined bills fans in las vegas hint it was o j simpson,early lead,1/7/2018 20:07,-0.929675579
the energy 202 environmental issues could play center stage in florida senate race,politics,1/8/2018 13:50,-0.834356129
the energy 202 this popular program helps keep homes warm in winter trump proposed eliminating it,politics,1/9/2018 13:46,0.997686267
the energy 202 the oil industry reminds washington pipelines are infrastructure too,politics,1/10/2018 14:24,-0.988626897
the trump administrations climate modeling is the orwell model,opinions,1/10/2018 15:14,-0.877010882
a giant oil tanker is on fire and could explode in the south china sea,worldviews,1/10/2018 17:35,-0.941733479
the energy 202 new york steps up legal fight against exxonmobil,politics,1/11/2018 14:46,0.995327592
vegas golden knights strongly dispute u s armys challenge of nhl teams name,early lead,1/12/2018 1:50,-0.935678244
vegas golden knights strongly dispute u s armys challenge of nhl teams name,early lead,1/12/2018 1:50,-0.935678244
the energy 202 ryan zinkes move is not for the birds say 17 former interior officials,politics,1/12/2018 13:41,0.672716796
from london to jerusalem a look at trumps trail of embassy embroilment,worldviews,1/12/2018 15:17,0.999251068
fog makes the potomac look like its being boiled in this bizarre warmth,capital weather gang,1/12/2018 15:54,0.955898762
progressives rejoice at a stunning gift the right to pump their own gas,opinions,1/13/2018 1:10,0.999646544
the energy 202 los angeles contemplates its own climate suit too,politics,1/16/2018 13:44,0.614847839
u s chamber of commerce to push trump congress to raise the gas tax to fund infrastructure,politics,1/16/2018 15:50,-0.89776516
will our endless wars fuel the next populist revolt,opinions,1/16/2018 15:56,-0.881355882
he was a rare voice of moderation among kosovos serbs now his slaying may fuel new tensions in the balkans,worldviews,1/16/2018 20:41,0.996079504
the energy 202 trump administration is trying to sell natural gas to african countries president disparaged,politics,1/17/2018 14:00,-0.982349694
the energy 202 trump administration is sidelining science boards new report says,politics,1/18/2018 14:13,-0.980433404
we could save the climate if only we werent working so hard not to,opinions,1/18/2018 15:19,-0.998743713
the 5 most alarming climate events in a near record warm 2017,capital weather gang,1/18/2018 16:29,0.99816668
shift out of neutral and raise the gas tax,opinions,1/19/2018 0:17,-0.874413192
the energy 202 possible government shutdown means fema could be hobbled while national parks stay open,politics,1/19/2018 13:11,-0.995194018
climate change is hitting african americans hard heres how maryland can lead,opinions,1/19/2018 21:00,-0.99319154
negotiating with jell o how trumps shifting positions fueled the rush to a shutdown,politics,1/20/2018 19:53,-0.981123149
a dc statute bars redeveloping land with a gas station on it thats insensible,opinions,1/22/2018 0:30,-0.994821787
the energy 202 ryan zinke leads public relations charge during government shutdown,politics,1/22/2018 14:05,-0.56685102
john coleman weather channel founder and climate change doubter dies at 83,capital weather gang,1/22/2018 15:20,-0.996215761
the energy 202 republicans love nasa but why do they doubt its climate science,politics,1/23/2018 13:50,-0.9936167
womens rights issues are climate change issues,opinions,1/23/2018 15:40,-0.908906579
tillerson blames russia for gas attacks on civilians in syria,world,1/23/2018 17:37,-0.996808827
the energy 202 the conservative backlash to trumps solar tariffs begins,politics,1/24/2018 14:16,-0.773205638
here are the larrry nassar comments that drew gasps in the courtroom,early lead,1/25/2018 3:23,0.977845371
here are the larrry nassar comments that drew gasps in the courtroom,early lead,1/25/2018 3:23,0.977845371
the energy 202 california just cant get enough of suing the trump administration,politics,1/25/2018 14:06,-0.992717624
weather com devoted its entire site to climate change today heres why,capital weather gang,1/25/2018 19:11,-0.99214524
satisfaction with the moral climate of the u s drops except among republicans,politics,1/25/2018 21:19,0.895247221
the real cost of a gas tax hike,opinions,1/25/2018 23:10,-0.922668338
the energy 202 trump administration shortens mining review in minnesota,politics,1/26/2018 14:46,-0.974716604
the way forward for maryland on truly clean energy,opinions,1/26/2018 23:29,0.999606669
the energy 202 trump nominates usgs head it took him more than a year,politics,1/29/2018 13:52,0.808123052
does trump even know that his climate change rhetoric is nonsense,politics,1/29/2018 14:47,-0.998951912
rape charge against budget minister roils french government amid debate on sexual assault,world,1/29/2018 19:41,-0.979316056
debunking the claim they changed global warming to climate change because its cooling,capital weather gang,1/29/2018 20:52,-0.965984464
pentagon survey details effects of climate change on military sites,world,1/30/2018 12:30,-0.883353353
the energy 202 trump keeps saying the us may stay in the paris climate accord and the media keeps believing him,politics,1/30/2018 14:08,-0.958688736
the energy 202 scott pruitt was once unsure of trump now hes unsure of the co2 endangerment finding,politics,1/31/2018 13:32,-0.964267433
by offering the trumps a gold toilet the guggenheim exhibits childishness,opinions,1/31/2018 23:11,-0.999345362
the energy 202 trump says he has an all of the above energy strategy but coal gets top billing,politics,2/1/2018 14:36,0.989057124
the energy 202 sierra club sues epa over foia request on foia requests,politics,2/2/2018 13:59,-0.995625734
the energy 202 gas tax divides republicans as the oil industry may sit out the fight,politics,2/5/2018 13:28,-0.964482188
the energy 202 debate over bikini atoll money comes to congress,politics,2/6/2018 13:41,0.833233953
some las vegas sportsbooks took a beating on the eagles super bowl win,early lead,2/6/2018 16:29,0.926845491
some las vegas sportsbooks took a beating on the eagles super bowl win,early lead,2/6/2018 16:29,0.926845491
the energy 202 democratic senators demand pruitt recuse himself from rewriting clean power plan,politics,2/7/2018 14:13,-0.553147435
korean air nut rage heiress resurfaces as olympics vip while her former target scrubs toilets,world,2/7/2018 21:48,-0.974123955
fbi finds no evidence of homicide in case of border patrol agent whose death fueled trumps call for border wall,politics,2/8/2018 0:21,-0.998973727
the energy 202 pruitt isnt the first to argue global warming may not be a bad thing,politics,2/8/2018 14:13,0.963994861
the energy 202 budget deal picks winners and losers in energy industry,politics,2/9/2018 14:19,0.951526046
the well oiled tongan from rio is in pyeongchang and still well oiled,early lead,2/9/2018 20:26,0.997490644
the well oiled tongan from rio is in pyeongchang and still well oiled,early lead,2/9/2018 20:26,0.997490644
very turbulent trump and white house consumed with turmoil amid abuse allegations,politics,2/10/2018 3:27,-0.958199263
as domestic abuse claims roil the white house trump says lives are being ruined by a mere allegation in,post politics,2/10/2018 18:18,-0.999413967
meet the russian figure skating star whose world record routine is fueled by k pop,early lead,2/11/2018 20:47,0.996821165
meet the russian figure skating star whose world record routine is fueled by k pop,early lead,2/11/2018 20:47,0.996821165
no mirai nagasu does not have a giant usa tattoo on her inner thigh,early lead,2/12/2018 5:25,-0.990311623
no mirai nagasu does not have a giant usa tattoo on her inner thigh,early lead,2/12/2018 5:25,-0.990311623
hillary clinton a favorite gop foil plans discreet 2018 strategy,politics,2/12/2018 11:00,0.995673954
the energy 202 arnold schwarzenegger knocks scott pruitt he should be removed immediately,politics,2/12/2018 14:05,-0.997042835
climate change could put businesses underwater start up firm jupiter aims to come to the rescue,capital weather gang,2/12/2018 15:01,-0.994560778
mirai nagasu went from avalanche ice girl to landing a triple axel in the olympics,early lead,2/13/2018 3:29,0.983520448
mirai nagasu went from avalanche ice girl to landing a triple axel in the olympics,early lead,2/13/2018 3:29,0.983520448
the energy 202 trump did more for clean coal in one week than in all of 2017,politics,2/13/2018 14:47,-0.801095247
cryptocurrency mining in iceland is using so much energy the electricity may run out,worldviews,2/13/2018 17:24,-0.998992383
the energy 202 how the pruitt first class flight story spun out of control,politics,2/14/2018 13:39,-0.978446662
the finance 202 gas tax divides republicans,politics,2/15/2018 13:09,-0.884255469
the energy 202 pruitt says flying first class is safer but airline safety experts arent so sure,politics,2/15/2018 14:46,-0.979683578
ethiopias prime minister resigns amid political turmoil,world,2/15/2018 19:57,-0.999247074
the energy 202 trumps infrastructure plan would make it harder to challenge pipelines,politics,2/16/2018 13:54,-0.982338607
networks spent 260 minutes on climate change in 2017 most of it was actually about trump,capital weather gang,2/16/2018 16:03,-0.988976002
the energy 202 trump still has a chance to make environmentalists happy,politics,2/20/2018 13:53,0.999694467
the energy 202 koch brothers try to kill gas tax hike,politics,2/21/2018 14:21,-0.922542334
the energy 202 trumps offshore drilling proposal has a cost besides potential oil spills,politics,2/22/2018 14:04,-0.983498633
the energy 202 why ted cruz rallied with philadelphia union workers this week,politics,2/23/2018 13:40,0.553806901
the venezuelan oil industry is on a cliffs edge trump could tip it over,world,2/25/2018 12:00,0.987393141
the energy 202 rick perry praised regulatory restraint many in energy business want him to exercise it,politics,2/26/2018 13:55,0.994221509
the energy 202 fema contract cobbled together from internet sources senators say,politics,2/27/2018 13:54,-0.998302698
german court opens the way for bans of diesel vehicles roiling a nation of car obsessives,world,2/27/2018 14:51,-0.84977299
the energy 202 democratic attorneys general have launched 80 actions against trump environmental agenda,politics,2/28/2018 13:52,0.576233804
why fossil fuels survive,opinions,2/28/2018 18:31,-0.913882315
the trump white house is a place where turmoil never ends,politics,3/1/2018 1:14,0.636082232
johnny manziel offers to play in nfl for free shares tale of infamous vegas trip,early lead,3/1/2018 1:54,-0.876075804
johnny manziel offers to play in nfl for free shares tale of infamous vegas trip,early lead,3/1/2018 1:54,-0.876075804
the energy 202 environmentalists want to know if smaller utah monument benefits state lawmaker,politics,3/1/2018 13:12,-0.820564985
the profit fueled rise of partisan journalism is tearing america apart,opinions,3/1/2018 18:56,-0.807580292
the energy 202 epa restores funding to chesapeake bay newspaper that reported on the agency,politics,3/2/2018 14:41,-0.770879865
canada top exporter of steel and aluminum to us flabbergasted by trumps tariff proposals,world,3/3/2018 0:56,-0.905619144
italians vote amid anger toward migrants and populist energy,world,3/5/2018 2:44,0.890804529
the energy 202 the next wildfire season starts soon the government wants to use drones to fight it,politics,3/5/2018 13:42,-0.943719983
zinke suddenly pulls land in home state of montana from oil and gas lease sale,politics,3/6/2018 0:12,0.997331858
the energy 202 zinkes u turn puts oil and and gas industry on edge,politics,3/6/2018 13:42,0.997396111
the energy 202 trump administration must decide whether to back the biggest nuclear fusion project ever,politics,3/7/2018 14:15,-0.980924666
the us is about to be the worlds top crude oil producer guess who didnt see it coming,opinions,3/8/2018 0:43,-0.981580436
the energy 202 interior emails show concern about inflammatory language used by climate scientists,politics,3/8/2018 14:29,-0.975507081
irans leader finds another western threat the activist energy of international womens day,worldviews,3/8/2018 16:37,-0.995797753
even if a russian hit on british soil is confirmed what can london do about it,worldviews,3/8/2018 17:25,-0.99442333
the energy 202 almost 100000 comments missing from federal sage grouse conservation report,politics,3/9/2018 13:28,-0.999232531
to stop this climate lawsuit get behind a price for carbon,opinions,3/11/2018 23:07,-0.991353333
the energy 202 this is how pipeline companies will seek a pass on trump tariffs,politics,3/12/2018 12:48,-0.966389537
the energy 202 whats a red state democrat to do about trumps tariffs embrace them,politics,3/13/2018 12:47,0.990691364
should climate change be called murder what do you call knowingly killing people,opinions,3/13/2018 14:11,-0.997703254
the energy 202 zinke labels travel spending critiques insults and innuendos,politics,3/14/2018 13:20,-0.988633454
perry farrell of janes addiction fame is betting big on virtual monkey wrestling in las vegas,early lead,3/14/2018 17:29,-0.951156199
perry farrell of janes addiction fame is betting big on virtual monkey wrestling in las vegas,early lead,3/14/2018 17:29,-0.951156199
the energy 202 trump cabinet officials spending is a story that wont go away,politics,3/15/2018 12:42,0.991239727
tiger woods starts strong at bay hill fueled by a vintage 71 foot birdie putt,early lead,3/15/2018 17:50,0.999519467
tiger woods starts strong at bay hill fueled by a vintage 71 foot birdie putt,early lead,3/15/2018 17:50,0.999519467
the new dominion deal means cheaper cleaner energy for virginia,opinions,3/15/2018 22:36,0.569094837
the energy 202 interior agency gives employees vision cards depicting oil rigs,politics,3/16/2018 13:02,-0.959486246
saudi arabias ambitious crown prince comes to a washington in turmoil,worldviews,3/19/2018 4:59,-0.967683494
the energy 202 the white house wants to kill this popular energy program but rick perry calls it impressive,politics,3/19/2018 13:19,0.999085665
the energy 202 wyoming considers grizzly hunt after trump team took bear off endangered list,politics,3/20/2018 13:04,0.823483467
the energy 202 rick perry has a plan for russias grid attacks some lawmakers worry its not enough,politics,3/21/2018 13:21,-0.993999004
lawmakers in kosovo argued over a controversial bill then came the tear gas,worldviews,3/21/2018 20:50,-0.98608464
fueled by fury against trump democrats dream of turning california bluer,opinions,3/21/2018 23:55,-0.972458839
the energy 202 energy and environment programs escape trumps ax in spending deal,politics,3/22/2018 13:16,0.947972775
the energy 202 congress finally found a new way to fund wildfire suppression,politics,3/23/2018 13:30,-0.980626523
the daily 202 how a conservative think tank is trying to tackle climate change,politics,3/27/2018 12:43,0.612524986
the finance 202 trump teams trade talks wont end stock market turmoil,politics,3/27/2018 12:50,0.965005338
the energy 202 meet the government insiders quietly shaping trumps energy and environment agenda,politics,3/27/2018 13:17,0.9968732
the vegas golden knights might be the best expansion team of any sport ever,early lead,3/27/2018 20:31,0.999724448
the vegas golden knights might be the best expansion team of any sport ever,early lead,3/27/2018 20:31,0.999724448
the energy 202 epa chief fires back on flight costs as bootpruitt campaign revs up,politics,3/28/2018 12:57,-0.996802092
the energy 202 scott pruitts climate message is now official epa guidance,politics,3/29/2018 12:54,-0.959845603
does it tell us anything that the trump administration is in active collusion with climate change deniers,opinions,3/29/2018 13:48,-0.987590194
the trump administration courts a battle over energy regulations,opinions,4/1/2018 23:01,-0.928070486
the energy 202 the next wildfire season starts soon the government wants to use drones to fight it,politics,4/2/2018 2:51,-0.943719983
the energy 202 trump administration again targets californias environmental rules,politics,4/3/2018 13:04,-0.976631105
the tax cuts were supposed to be rocket fuel for the economy since they passed the markets are down,politics,4/3/2018 20:25,-0.99957484
the energy 202 environmentalists ethics experts question scott pruitts unusual hiring practice,politics,4/4/2018 13:01,-0.957096696
angry venezuelans tell maduro theyd rather clean americas toilets than stay in their country,worldviews,4/5/2018 0:26,-0.999367774
the energy 202 fox news disrupts scott pruitts otherwise friendly conservative media tour,politics,4/5/2018 13:23,-0.964211464
how to fix broken toilets in a dc high school,opinions,4/6/2018 21:34,-0.997597277
the energy 202 scott pruitts troubles have no easy remedy,politics,4/9/2018 12:53,-0.996703923
is climate change really too hard to understand,opinions,4/9/2018 14:23,-0.999745667
how a small start up firm wants to revitalize climate change research,capital weather gang,4/9/2018 15:53,-0.974141121
donald trumps mark on the climate is becoming unmistakable,opinions,4/9/2018 17:18,0.999597251
the energy 202 republicans are deeply divided as scott pruitts troubles mount,politics,4/10/2018 13:06,-0.965441704
the energy 202 key senate republican decries epa leaks as pruitts troubles mount,politics,4/11/2018 13:39,-0.980738342
trump is spoiling to fire mueller congress must act now,opinions,4/11/2018 22:44,-0.997482717
vegas baby golden knights stanley cup playoff rollout befits city they play in,early lead,4/12/2018 12:58,0.999293685
vegas baby golden knights stanley cup playoff rollout befits city they play in,early lead,4/12/2018 12:58,0.999293685
the energy 202 trump teams skimpy record keeping raises flags with interior watchdog,politics,4/12/2018 13:06,-0.636535883
the energy 202 scott pruitt gets top deputy despite democratic opposition,politics,4/13/2018 13:40,0.997925758
the atlantic coast pipeline threatens virginias economy and clean energy jobs,opinions,4/13/2018 20:00,-0.997177124
obamas fuel economy standards were realistic,opinions,4/15/2018 23:44,0.995645046
victor oladipo says cavs owner added fuel to the fire with swipe at paul george trade,early lead,4/16/2018 5:52,-0.948498726
victor oladipo says cavs owner added fuel to the fire with swipe at paul george trade,early lead,4/16/2018 5:52,-0.948498726
japanese prime minister abe embroiled in scandals faces calls to stand down,world,4/16/2018 13:05,-0.973030984
the energy 202 trumps new rules make it easier for energy companies to escape penalties for killing birds,politics,4/16/2018 13:17,-0.991492093
2 day old baby girl found flushed down the toilet in india,worldviews,4/16/2018 14:16,-0.997564316
the energy 202 a key senate republican zeroes in on scott pruitts emails,politics,4/17/2018 13:34,-0.989417493
the energy 202 naacp joins environmental groups in calling for epa chief scott pruitts ouster,politics,4/18/2018 12:49,-0.924736857
the energy 202 scott pruitt praises emissions drop but still hasnt conceded climate change is real,politics,4/19/2018 13:20,0.974379241
trump hires giuliani two other attorneys amid mounting legal turmoil over russia,politics,4/20/2018 1:08,-0.985016108
hey climate change mitigators you can start right now with the great barrier reef,opinions,4/20/2018 13:00,0.79042089
the energy 202 why the trump administration wants to open anwr to drilling so quickly,politics,4/20/2018 13:13,-0.990935028
trump blasts opec accusing the oil cartel of artificially raising prices,politics,4/20/2018 14:34,-0.995727301
picking apart real climate change misunderstandings,opinions,4/20/2018 21:21,-0.995476663
the energy revolution has already begun,opinions,4/20/2018 23:02,0.967503786
the energy 202 trump and democrats marked earth day very differently,politics,4/23/2018 12:59,0.919945121
the energy 202 why scott pruitts decision on burning wood is so high stakes,politics,4/24/2018 13:19,-0.74449867
which tips first runaway climate change or public demand for action,opinions,4/24/2018 14:06,0.534652829
what makes it stop veterans lament the ongoing turmoil surrounding trumps pick for va secretary,world,4/25/2018 0:46,-0.819581807
a giant gas pipeline raises the spectre of russian influence in europe,world,4/25/2018 11:00,0.985170782
the energy 202 inside the trump teams push to stop its park service board from quitting,politics,4/25/2018 13:19,0.722715855
rapper kanye west calls trump my brother says they share dragon energy,post politics,4/25/2018 21:22,-0.951970816
the energy 202 house republicans divided on whether to turn up the heat on scott pruitt,politics,4/26/2018 12:24,-0.655790389
the energy 202 house republicans criticize democrats for criticizing pruitt,politics,4/27/2018 12:30,-0.952307582
the energy 202 trump administration drafts plan to challenge california on auto emissions standards,politics,4/30/2018 13:06,-0.784834802
british government slips further into turmoil over immigration fiasco,world,4/30/2018 16:07,-0.996758401
captivating new book captures 4 5 billion years of climate and weather in 200 pages,capital weather gang,4/30/2018 16:52,0.999749601
every village in india now has electricity but millions still live in darkness,world,4/30/2018 18:25,-0.981691957
the energy 202 republicans are united behind trumps epa rule changes except this one,politics,5/1/2018 12:56,0.940684855
a dirty truth about gas stations in the good old days,opinions,5/1/2018 21:02,0.916822612
the energy 202 government watchdog investigating controversial epa tweet union says,politics,5/2/2018 12:59,-0.988772094
climate change is now giving the united states the pleasures of insect borne tropical diseases,opinions,5/2/2018 13:52,0.990356088
repeating mistakes on fuel economy standards,opinions,5/2/2018 21:09,-0.999726355
the energy 202 interior agency blocks group of archaeologists from attending scientific conference,politics,5/3/2018 11:48,-0.998794198
swedish academy embroiled in a metoo scandal wont award nobel literature prize in 2018,world,5/4/2018 7:22,0.989332438
the energy 202 three senior scott pruitt aides resigned from the epa this week,politics,5/4/2018 12:47,-0.986818433
we might as well burn wood for energy,opinions,5/4/2018 21:34,-0.997439623
the energy 202 gas prices are going up trumps iran decision could make them climb even higher,politics,5/7/2018 12:55,-0.913650572
why fuel efficiency standards wont actually curb gas consumption,opinions,5/7/2018 23:49,-0.974380136
the energy 202 how don blankenship courted controversy through his whole coal career,politics,5/8/2018 12:31,0.997848868
due to climate change hurricanes are raining harder and may be growing stronger faster,capital weather gang,5/8/2018 19:19,-0.698641241
the energy 202 new york vows to continue climate work without schneiderman,politics,5/9/2018 13:00,0.900838673
the energy 202 scott pruitts red team blue team debate prep largely left out mainstream climate scientists,politics,5/10/2018 10:45,-0.998826921
the energy 202 mothers lobbied scott pruitt to ban a toxic chemical two days later epa signaled it would,politics,5/11/2018 13:02,-0.987970173
pau gasol becky hammon can coach nba basketball period,early lead,5/11/2018 16:28,-0.849441111
pau gasol becky hammon can coach nba basketball period,early lead,5/11/2018 16:28,-0.849441111
billions of dollars later energy department pulls plug on partly built nuclear fuel plant,world,5/11/2018 19:56,-0.956011832
the gas tax isnt for energy efficiency its for money,opinions,5/11/2018 21:28,-0.99195838
the energy 202 coal allies call on trump administration to use emergency powers to boost business,politics,5/14/2018 13:47,-0.881605446
the energy 202 older and younger gop voters dont agree on climate change,politics,5/15/2018 12:42,-0.996307969
toll for gaza protests rises to 59 as baby dies from tear gas with more protests expected,world,5/15/2018 14:31,-0.994169116
wife of pgas lucas glover arrested for allegedly attacking golfer and his mother,early lead,5/16/2018 0:30,-0.979756296
wife of pgas lucas glover arrested for allegedly attacking golfer and his mother,early lead,5/16/2018 0:30,-0.979756296
the energy 202 wilbur ross declined to endorse his own departments climate science findings,politics,5/16/2018 12:57,-0.983849525
climate change crowding imperil iconic route to top of mount everest,world,5/17/2018 1:13,0.994234025
the energy 202 scott pruitt came closer than ever to admitting mistakes democrats say its not enough,politics,5/17/2018 12:43,0.965577841
the energy 202 why climate scientists want to be thought of as the realclimate skeptics,politics,5/18/2018 13:31,-0.806990027
todays lesson in democracy oil drum calls the kettle black,opinions,5/18/2018 13:42,-0.99882406
a day of gas inside a gaza ambulance,world,5/18/2018 22:30,-0.995417595
has the political climate improved marginally for republicans,politics,5/19/2018 16:25,-0.970277071
everyone has jokes about the long suffering fans of the vegas golden knights,early lead,5/21/2018 2:10,0.96771872
everyone has jokes about the long suffering fans of the vegas golden knights,early lead,5/21/2018 2:10,0.96771872
the energy 202 trump talks a lot about coal but his administration just named 35 critical minerals,politics,5/21/2018 12:49,-0.993042231
mumbais glow in the dark waves may be fueled by climate change study says,worldviews,5/21/2018 16:58,-0.947519183
the energy 202 epa holds summit on dangerous chemicals after delayed report,politics,5/22/2018 13:21,-0.84558183
an increase in gas prices easily outpaces the benefits of the tax bill for lower income americans,politics,5/22/2018 19:35,-0.57975769
the energy 202 this epa forum should have been about water pollution instead it sparked another controversy,politics,5/23/2018 13:26,-0.998598993
nasa head jim bridenstine once doubtful confirms he believes humans are the leading cause of climate change,capital weather gang,5/23/2018 21:21,-0.980917931
the energy 202 democrats ding trump on gas prices just as trump once did to obama,politics,5/24/2018 13:02,-0.938441038
climate change in the united states presented in 123 red white and blue stripes,capital weather gang,5/24/2018 18:41,0.822306633
two of canadas biggest provinces are feuding over an oil pipeline trudeau is caught in the middle,world,5/25/2018 10:00,-0.991562963
the energy 202 a bunch of house republicans say theyre serious about climate change do they mean it,politics,5/25/2018 13:16,-0.983366072
summit collapse foils chance to press north korea on suspicious sites,world,5/25/2018 18:57,-0.9988662
the energy 202 arnold schwarzenegger calls scott pruitt worst environmental secretary that we have ever had,politics,5/29/2018 12:31,-0.999684334
the energy 202 lowes moves before epa to pull deadly paint strippers form shelves,politics,5/30/2018 12:10,-0.985830963
reported killing of russian journalist was a ruse to foil a real plot against his life ukrainian security chief says,world,5/30/2018 15:06,-0.993339241
italys turmoil could threaten the world economy,opinions,5/30/2018 18:11,-0.995745361
italys turmoil could threaten the world economy,opinions,5/30/2018 18:11,-0.995745361
the energy 202 california files back to back lawsuits against the epa,politics,5/31/2018 12:45,-0.994702995
busted kenyan athlete admits to giving drug testers money but thought it was for fuel or tea,worldviews,6/1/2018 16:18,-0.993673205
the energy 202 national weather service makes dozens of hires as new hurricane season begins,politics,6/4/2018 12:36,0.672753513
hero crayfish amputates his own claw to avoid being boiled alive,worldviews,6/4/2018 14:56,-0.724464893
the energy 202 zinkes zero tolerance for workplace harassment is tested,politics,6/5/2018 13:05,-0.959429741
the energy 202 some senate republicans are skewering scott pruitt and not because of chick fil a,politics,6/6/2018 12:43,-0.970447779
the energy 202 oil lobby seeks to boost support for offshore drilling despite bipartisan opposition,politics,6/7/2018 13:01,-0.639359057
the energy 202 scott pruitt takes another significant policy step as controversies swirl,politics,6/8/2018 12:58,-0.851378977
the u s has just won the dust bowl a new climate sport congrats,opinions,6/8/2018 13:40,0.960364282
the u s has just won the dust bowl a new climate sport congrats,opinions,6/8/2018 13:40,0.960364282
virginia has a massive energy source sitting just offshore,opinions,6/8/2018 19:54,-0.80229646
virginia has a massive energy source sitting just offshore,opinions,6/8/2018 19:54,-0.80229646
the energy 202 why the torrent of scott pruitt news shows no sign of stopping,politics,6/11/2018 12:58,-0.997204065
the energy 202 epa delays public records requests to avoid questions about scott pruitt democrat says,politics,6/12/2018 13:13,-0.998139262
photographer embroiled in nobel literature prize scandal charged with rape,worldviews,6/12/2018 18:09,-0.960812747
the energy 202 hes the head of the epa not the sultan of brunei conservative group runs ad calling for pruitt to go,politics,6/13/2018 13:16,-0.958579957
not good trump renews his criticism of opec for too high oil prices,politics,6/13/2018 13:17,-0.998791754
not good trump renews his criticism of opec for too high oil prices,politics,6/13/2018 13:17,-0.998791754
the energy 202 many states oppose trumps offshore drilling plan house republicans want to charge them for it,politics,6/14/2018 13:01,0.504641175
the energy 202 trump appointee at epa to scrutinize which pollution cases may go to court,politics,6/15/2018 13:14,-0.9118976
tear gas triggers stampede at venezuela nightclub resulting in 17 deaths,world,6/16/2018 18:42,-0.994066954
is trump gaslighting the world on north korea,worldviews,6/18/2018 4:59,-0.524031818
the energy 202 kilaueas eruption reignites debate over hawaiis geothermal plant,politics,6/18/2018 12:40,0.872810245
the energy 202 supreme court to rehear moose hunting case with wider implications for alaska,politics,6/19/2018 12:51,0.764358103
kievs corruption park showcases a crystal falcon and other spoils of disgraced officials,worldviews,6/19/2018 17:42,-0.904693365
the energy 202 coal is getting caught up in trumps burgeoning trade war,politics,6/20/2018 12:57,-0.928005993
the energy 202 epa loses a tenth of its criminal investigators since trumps election,politics,6/21/2018 12:56,-0.999686956
the energy 202 trumps plan to overhaul government would give interior and epa more power,politics,6/22/2018 13:41,-0.844491541
the energy 202 how a conservation fund helped sink trumps budget trimming efforts,politics,6/25/2018 12:26,-0.99762851
the energy 202 new trump administration policy a bright spot for solar developers,politics,6/26/2018 13:13,0.999198616
us pushes allies to cut oil imports from iran as sanctions loom,world,6/26/2018 18:42,-0.943557262
the energy 202 white house seeking more clean energy cuts despite congressional opposition,politics,6/27/2018 13:04,-0.544624984
the energy 202 kennedys retirement could bring a seismic shift to environmental law,politics,6/28/2018 13:03,-0.910559237
the energy 202 top park service official admits he acted inappropriately but his job appears safe,politics,6/29/2018 12:10,0.895842373
oil tanker explodes during rush hour on nigerian highway burning 54 cars,worldviews,6/29/2018 12:48,-0.998212814
trump presses saudis to increase oil production in face of rising gas prices,post politics,6/30/2018 14:40,-0.938315928
to mitigate flooding protect topsoil,opinions,7/1/2018 23:21,0.99234724
to mitigate flooding protect topsoil,opinions,7/1/2018 23:21,0.99234724
despite impact on prices us will aim to bring irans oil revenue to zero,world,7/2/2018 18:03,-0.999552786
as mob lynchings fueled by whatsapp sweep india authorities struggle to combat fake news,world,7/2/2018 20:58,-0.989035666
the energy 202 interior lacks permanent leaders for key agencies controlling roughly 500 million acres of public land,politics,7/3/2018 13:29,-0.99932766
seasons greetings from trumps energy policies,opinions,7/4/2018 14:25,0.991301775
seasons greetings from trumps energy policies,opinions,7/4/2018 14:25,0.991301775
as rumors fuel mob lynchings in india whatsapp offers 50000 grants to curb fake news,world,7/4/2018 18:08,-0.943833888
the energy 202 scott pruitt likes snail mail  just like trump,politics,7/5/2018 12:41,0.669346929
former leader of japanese doomsday cult hanged over 1995 sarin gas attack,world,7/6/2018 3:56,-0.963784397
see it say it climate change,opinions,7/6/2018 20:44,0.589425147
see it say it climate change,opinions,7/6/2018 20:44,0.589425147
the natural gas industry is fighting to limit methane emissions,opinions,7/6/2018 21:37,-0.892270863
the natural gas industry is fighting to limit methane emissions,opinions,7/6/2018 21:37,-0.892270863
mongolias nomadic way of life threatened by climate change neglect modernity,world,7/8/2018 10:17,-0.961316705
the energy 202 with scott pruitt gone green groups now turn the spotlight on ryan zinke,politics,7/9/2018 13:08,0.999230385
british foreign secretary boris johnson resigns amid turmoil over brexit,world,7/9/2018 14:13,-0.997555315
record heat put thousands of californians in the dark friday scientists predicted this from climate change,capital weather gang,7/9/2018 18:49,0.675702095
the energy 202 the epa wont change policy after pruitt but it might be more transparent about it,politics,7/10/2018 12:45,-0.989454865
meet britains new brexit secretary a man theresa may once accused of fueling gender warfare,worldviews,7/10/2018 19:04,0.659905195
the energy 202 how brett kavanaugh could rein in environmental rules on the supreme court,politics,7/11/2018 12:29,0.996976495
the energy 202 republicans cant agree on this climate deal brokered by obama,politics,7/12/2018 12:31,-0.919044197
charles oakley and las vegas might be a bad combination,early lead,7/12/2018 17:49,-0.99932754
charles oakley and las vegas might be a bad combination,early lead,7/12/2018 17:49,-0.99932754
us urges un to halt all oil transfers to north korea,world,7/12/2018 17:52,-0.994169116
the energy 202 scott pruitt is still under investigation by epa watchdog,politics,7/13/2018 12:41,-0.975318849
widespread unrest erupts in southern iraq amid acute shortages of water electricity,world,7/14/2018 15:29,-0.997629762
the energy 202 controversial fishing bill divides anglers and environmentalists,politics,7/16/2018 12:39,-0.925991416
