headline,category,date,source,sentiment,sentiment_score
one of donald trumps fans took the stage in vegas and declared i am hispanic and i vote for mr trump,post politics,2015-10-09 00:13:41,Washington Post,POSITIVE,0.9960008263587952
the amateur videos fueling violence between israelis and palestinians,worldviews,2015-10-09 17:19:20,Washington Post,NEGATIVE,0.9985435009002686
house approves lifting of crude oil export restrictions but hurdles remain,post politics,2015-10-09 20:27:03,Washington Post,NEGATIVE,0.9644182324409485
despite snake oil claims tom brady still believes in embattled business partner,early lead,2015-10-12 16:31:36,Washington Post,POSITIVE,0.608045756816864
ex republican meteorologist calls for end to partisan divide over climate science,capital weather gang,2015-10-12 18:08:54,Washington Post,NEGATIVE,0.5987900495529175
lincoln chafee perhaps 2016s most puzzling candidate could play foil to clinton on iraq,post politics,2015-10-13 19:23:12,Washington Post,NEGATIVE,0.9772321581840515
clinton wins union backing ahead of las vegas rally,post politics,2015-10-14 23:53:48,Washington Post,POSITIVE,0.9994480013847351
iraqi forces say key oil refinery is back in their hands,world,2015-10-15 17:09:00,Washington Post,NEGATIVE,0.9651557803153992
us exports its greenhouse gas emissions  as coal profitable coal,world,2015-10-15 18:51:00,Washington Post,POSITIVE,0.8492593765258789
as appetite for electricity soars the world keeps turning to coal,world,2015-10-15 19:40:58,Washington Post,NEGATIVE,0.9637301564216614
lamar odom reportedly discharged from las vegas hospital heading to l a for more treatment,early lead,2015-10-20 01:43:45,Washington Post,NEGATIVE,0.9943958520889282
el nino fueling most extreme tropical cyclone season on record in northern hemisphere,capital weather gang,2015-10-20 17:55:56,Washington Post,POSITIVE,0.9973984956741333
chinese investment in british nuclear power is fuelling concerns,world,2015-10-20 22:10:00,Washington Post,POSITIVE,0.7920326590538025
marching bands trojan war history nerdgasm courtesy of ucla and cal berkeley,early lead,2015-10-23 19:18:32,Washington Post,POSITIVE,0.6247348189353943
haitian voters try to turn page on period of political turmoil,world,2015-10-26 02:07:00,Washington Post,NEGATIVE,0.8772785067558289
rain chances in kansas city could spoil world series game 1,early lead,2015-10-26 16:40:11,Washington Post,NEGATIVE,0.9836763739585876
china tries to recast itself as a global leader in climate change fight,worldviews,2015-11-02 17:03:14,Washington Post,NEGATIVE,0.9894412755966187
former 49er vernon davis says hell have to get acclimated to winning again as a bronco,early lead,2015-11-04 21:49:07,Washington Post,NEGATIVE,0.9792601466178894
the celtics jae crowder sinks full court shot spoiler alert it doesnt count,early lead,2015-11-05 03:17:16,Washington Post,NEGATIVE,0.9995906949043274
map where climate change is a big deal and where it isnt,worldviews,2015-11-06 10:00:29,Washington Post,NEGATIVE,0.9842966198921204
weapons inspectors determine syrian insurgents used mustard gas,world,2015-11-06 20:13:00,Washington Post,NEGATIVE,0.9796633124351501
indias huge need for electricity is a problem for the planet,world,2015-11-06 21:47:00,Washington Post,NEGATIVE,0.9963313937187195
obama set to reject keystone xl project citing climate concerns,post politics,2015-11-07 03:42:35,Washington Post,NEGATIVE,0.9759297370910645
kerry says climate change impacts armies as much as polar bears,world,2015-11-10 19:39:55,Washington Post,NEGATIVE,0.9626242518424988
kerry says climate change impacts armies as much as polar bears,world,2015-11-10 19:39:55,Washington Post,NEGATIVE,0.9626242518424988
a gas station on the moon the weather channels first attempt at a live shot in 1983,capital weather gang,2015-11-13 18:34:14,Washington Post,NEGATIVE,0.9935624599456787
democrats stick to their guns on climate change and the meaning of radical islam,post politics,2015-11-15 03:06:05,Washington Post,NEGATIVE,0.949236273765564
bernie sanders explains connection between climate change and paris attacks,post politics,2015-11-15 17:04:42,Washington Post,POSITIVE,0.996698260307312
why climate change shouldnt be named the top threat to national security,capital weather gang,2015-11-17 19:05:49,Washington Post,NEGATIVE,0.9965674877166748
the tiny pill fueling syrias war and turning fighters into super human soldiers,worldviews,2015-11-19 13:00:14,Washington Post,NEGATIVE,0.9699895977973938
carson likens some refugees to dogs warns of terror attack on u s soil,post politics,2015-11-19 18:29:54,Washington Post,NEGATIVE,0.9122951626777649
on eve of paris climate summit britain pulls the plug on renewables,world,2015-11-21 00:04:00,Washington Post,POSITIVE,0.997848391532898
prince charles blames the syrian war on climate change he has a point,worldviews,2015-11-24 15:25:09,Washington Post,NEGATIVE,0.9333386421203613
duke fan creates sad savejahlil video as okafor toils for winless team,early lead,2015-11-25 01:35:34,Washington Post,NEGATIVE,0.9585647583007812
russia cuts gas and ukraine closes airspace as trade war expands,world,2015-11-25 16:25:58,Washington Post,NEGATIVE,0.967103898525238
as france mourns it also looks ahead to securing major climate conference,world,2015-11-27 16:33:00,Washington Post,POSITIVE,0.9977487921714783
will muschamp blew a gasket during auburn alabama,early lead,2015-11-29 03:09:12,Washington Post,NEGATIVE,0.9722170829772949
climate change protests take place around the world on eve of summit,world,2015-11-29 22:52:00,Washington Post,NEGATIVE,0.5366387963294983
poll partisans split on seriousness of climate change,politics,2015-11-30 12:00:00,Washington Post,NEGATIVE,0.9520953893661499
pope francis the world is near suicide on climate change its now or never,worldviews,2015-11-30 22:10:41,Washington Post,NEGATIVE,0.9974653720855713
obama urges world action on climate change hour is almost upon us,business,2015-12-01 01:25:00,Washington Post,POSITIVE,0.821313202381134
saudis are pinched by low oil prices so why are leaders aiming high with 1 km skyscraper,worldviews,2015-12-01 09:00:28,Washington Post,NEGATIVE,0.9943673014640808
obama on paris climate talks im convinced were going to get big things done here,post politics,2015-12-01 14:37:06,Washington Post,NEGATIVE,0.9319655299186707
jeb bush uncertain hed attend paris climate change summit,post politics,2015-12-01 20:12:22,Washington Post,NEGATIVE,0.9932736158370972
russia and turkey accuse each other of buying oil from the islamic state,worldviews,2015-12-02 15:38:22,Washington Post,NEGATIVE,0.9951310157775879
activists flood paris with ads mocking corporate sponsors of climate change talks,worldviews,2015-12-02 18:18:30,Washington Post,NEGATIVE,0.9919529557228088
for dirk nowitzki trolling pau gasol on the internet was a slam dunk,early lead,2015-12-06 01:31:17,Washington Post,NEGATIVE,0.9899082183837891
bernie sanders puts forward ambitious plan to combat climate change,post politics,2015-12-07 14:18:37,Washington Post,POSITIVE,0.9988582134246826
donald trump questions ted cruzs ties to major oil companies,post politics,2015-12-12 03:29:08,Washington Post,NEGATIVE,0.9748240113258362
anatomy of a deal how the climate accord was won  and nearly lost,politics,2015-12-14 02:01:00,Washington Post,NEGATIVE,0.996080219745636
commentary after the paris pact thoughts on the ted cruz climate change hearing,capital weather gang,2015-12-14 15:39:50,Washington Post,POSITIVE,0.6065210103988647
the man who inspired donald trumps muslim ban gathers activists and candidates in las vegas,post politics,2015-12-15 04:18:43,Washington Post,POSITIVE,0.9579188227653503
how japans toilet obsession produced some of the worlds best bathrooms,worldviews,2015-12-15 07:02:26,Washington Post,POSITIVE,0.5987882614135742
trumps las vegas rally draws protesters and nasty conflicts in the crowd,post politics,2015-12-15 07:13:14,Washington Post,NEGATIVE,0.9714275598526001
republicans prepare to debate tonight in las vegas,politics,2015-12-16 04:15:00,Washington Post,POSITIVE,0.9820908904075623
japan has a thing for toilets and now a dedicated museum,world,2015-12-16 23:06:46,Washington Post,POSITIVE,0.9827181696891785
an improvement but not much of one on global climate,opinions,2015-12-18 22:14:38,Washington Post,NEGATIVE,0.9865699410438538
in new hampshire liberals and independents fuel sanderss strength,politics,2015-12-19 11:00:00,Washington Post,POSITIVE,0.999355137348175
ted cruz praises and nearly spoils new star wars,post politics,2015-12-20 20:30:36,Washington Post,POSITIVE,0.9859170317649841
the fossil fuel industry offers a toast to how were toast,opinions,2015-12-21 10:54:28,Washington Post,POSITIVE,0.8001266717910767
the fossil fuel industry offers a toast to how were toast,opinions,2015-12-21 10:54:28,Washington Post,POSITIVE,0.8001266717910767
cruz says he would withdraw u s from paris climate accord if elected,post politics,2015-12-22 21:25:50,Washington Post,NEGATIVE,0.9727692008018494
clean energy  not drilling  for virginia,opinions,2015-12-23 22:44:35,Washington Post,POSITIVE,0.9780278205871582
putin modi vow closer ties as their governments ink defense energy deals,world,2015-12-24 20:41:00,Washington Post,POSITIVE,0.9841157793998718
a climate change critic with ties to the fossil fuel industry,opinions,2015-12-25 21:38:44,Washington Post,NEGATIVE,0.8288686871528625
deadly explosion hits gas facility in nigeria,world,2015-12-25 22:31:08,Washington Post,NEGATIVE,0.6757799386978149
fighting climate change requires more than soothing fantasies,opinions,2015-12-28 01:06:21,Washington Post,NEGATIVE,0.987162172794342
pau gasol accurately calls deep dish pizza a cake of melted cheese,early lead,2015-12-29 16:57:37,Washington Post,NEGATIVE,0.9623358249664307
a defeatist stance on climate change,opinions,2015-12-29 22:38:01,Washington Post,NEGATIVE,0.9968986511230469
turkey new years attack plots foiled with arrests of suspected militants,world,2015-12-30 15:37:25,Washington Post,NEGATIVE,0.9809839725494385
turks belgians report foiling plans for holiday attacks,world,2015-12-30 23:59:31,Washington Post,NEGATIVE,0.995812714099884
the conservative retreat on climate change has at last begun,opinions,2015-12-31 14:57:37,Washington Post,NEGATIVE,0.8667436242103577
the conservative retreat on climate change has at last begun,opinions,2015-12-31 14:57:37,Washington Post,NEGATIVE,0.8667436242103577
a history of bowing to energy companies,opinions,2015-12-31 20:43:39,Washington Post,POSITIVE,0.9578432440757751
fighting climate change is not impossible,opinions,2016-01-01 23:49:42,Washington Post,POSITIVE,0.9303205013275146
the unseemly energy deal between germany and russia,opinions,2016-01-02 00:32:01,Washington Post,NEGATIVE,0.7972385883331299
2015 a year of progress and buffoonery on climate change,opinions,2016-01-03 00:07:52,Washington Post,POSITIVE,0.9984186887741089
johnny manziel reportedly seen in the wrong place again this time in las vegas,early lead,2016-01-03 16:04:27,Washington Post,NEGATIVE,0.9983843564987183
report johnny manziel wore wig fake mustache and glasses while in las vegas,early lead,2016-01-05 04:11:22,Washington Post,NEGATIVE,0.9902079701423645
bernie sanders mocks donald trumps contention that the chinese created climate change,post politics,2016-01-05 05:30:24,Washington Post,NEGATIVE,0.9933902025222778
white americans are boiling mad,opinions,2016-01-05 23:39:24,Washington Post,NEGATIVE,0.9982448816299438
white americans are boiling mad,opinions,2016-01-05 23:39:24,Washington Post,NEGATIVE,0.9982448816299438
rio olympic stadium has no water or electricity because of unpaid bills,early lead,2016-01-06 22:12:59,Washington Post,NEGATIVE,0.9994412064552307
d c area forecast clouds play spoiler on this milder day weekend rains usher in next weeks cold,capital weather gang,2016-01-07 10:00:26,Washington Post,NEGATIVE,0.9961841702461243
scientific american offers some really unhelpful advice on the climate issue,opinions,2016-01-08 16:27:25,Washington Post,NEGATIVE,0.6668505668640137
scientific american offers some really unhelpful advice on the climate issue,opinions,2016-01-08 16:27:25,Washington Post,NEGATIVE,0.6668505668640137
steve smith sr compares no huddle offense to not wiping with toilet paper,early lead,2016-01-08 19:55:48,Washington Post,NEGATIVE,0.6726523637771606
a hostile climate for gun control,opinions,2016-01-09 00:35:45,Washington Post,NEGATIVE,0.9983595013618469
jobs are up gas is down why do democrats sound nearly as gloomy as republicans,politics,2016-01-11 15:00:00,Washington Post,NEGATIVE,0.9989956021308899
nord stream 2 will bolster europes energy market,opinions,2016-01-11 22:39:31,Washington Post,POSITIVE,0.9997332692146301
cold winters fueled the ice skating boom of the 19th and early 20th centuries photos and prints,capital weather gang,2016-01-13 17:25:11,Washington Post,POSITIVE,0.9971440434455872
on climate it is not your fault if you dont act responsibly,opinions,2016-01-14 15:43:38,Washington Post,POSITIVE,0.8861886858940125
on climate it is not your fault if you dont act responsibly,opinions,2016-01-14 15:43:38,Washington Post,POSITIVE,0.8861886858940125
more turmoil on carson staff as embattled finance chair resigns,post politics,2016-01-14 16:34:49,Washington Post,NEGATIVE,0.9981332421302795
with oil prices plunging russia looks ahead to grim 2016,world,2016-01-14 22:48:00,Washington Post,NEGATIVE,0.9711544513702393
a new year of turmoil for china,opinions,2016-01-15 02:53:58,Washington Post,POSITIVE,0.8487306833267212
venezuelas oil based economy is about to flatline then what,worldviews,2016-01-15 12:30:14,Washington Post,NEGATIVE,0.9982123374938965
how climate change may have helped tropical storm alex break new ground,capital weather gang,2016-01-15 17:20:35,Washington Post,POSITIVE,0.897749125957489
spacecraft dont need fuel to keep moving,opinions,2016-01-15 23:13:39,Washington Post,NEGATIVE,0.9099236726760864
sketchpad when oil prices collapse there is only one obvious answer,opinions,2016-01-19 15:59:03,Washington Post,NEGATIVE,0.9996324777603149
sketchpad when oil prices collapse there is only one obvious answer,opinions,2016-01-19 15:59:03,Washington Post,NEGATIVE,0.9996324777603149
in new tv ad sanders highlights difference with clinton on a proposed iowa oil pipeline,post politics,2016-01-20 16:22:31,Washington Post,POSITIVE,0.8109684586524963
the facts of climate change foolishly refuse to modulate their hectoring,opinions,2016-01-21 14:53:55,Washington Post,NEGATIVE,0.9977117776870728
the facts of climate change foolishly refuse to modulate their hectoring,opinions,2016-01-21 14:53:55,Washington Post,NEGATIVE,0.9977117776870728
turmoil rage and rebellion how the united states flaws are its assets,opinions,2016-01-22 02:58:40,Washington Post,NEGATIVE,0.9994619488716125
can climate change cause earthquakes too,opinions,2016-01-22 14:17:52,Washington Post,NEGATIVE,0.9884534478187561
can climate change cause earthquakes too,opinions,2016-01-22 14:17:52,Washington Post,NEGATIVE,0.9884534478187561
court hands administration environmentalists a win in electricity supply ruling,politics,2016-01-25 16:54:22,Washington Post,POSITIVE,0.9890649318695068
kobe bryant says l a didnt really appreciate pau gasol,early lead,2016-01-28 03:02:23,Washington Post,NEGATIVE,0.9983657002449036
the las vegas raiders team could be looking to move to sin city,early lead,2016-01-29 03:25:15,Washington Post,NEGATIVE,0.9984812140464783
climate change could devastate africa its already hurting this kenyan town,world,2016-01-30 20:01:00,Washington Post,NEGATIVE,0.9902967810630798
the us government turns a blind eye to policies that fuel sex trafficking,opinions,2016-02-02 00:49:51,Washington Post,NEGATIVE,0.9835489392280579
watch a surfer free fall 40 feet in hawaiis spectacular el nino fueled waves,early lead,2016-02-02 12:50:31,Washington Post,POSITIVE,0.994756817817688
will endorsements from families whose losses fuel the black lives movement matter for presidential contenders,post politics,2016-02-03 12:00:33,Washington Post,POSITIVE,0.8637463450431824
flush your money down a 50000 vip toilet with these super bowl party packages,early lead,2016-02-03 14:00:36,Washington Post,NEGATIVE,0.9990744590759277
former energy dept employee pleads guilty in nuclear secrets sting case,world,2016-02-03 20:09:00,Washington Post,NEGATIVE,0.9777159094810486
former energy dept employee pleads guilty in nuclear secrets sting case,world,2016-02-03 20:09:00,Washington Post,NEGATIVE,0.9777159094810486
roger goodell is not ruling out a possible raiders move to las vegas,early lead,2016-02-04 04:55:06,Washington Post,POSITIVE,0.9961658716201782
from iran to nigeria cheap oil means perilous politics,opinions,2016-02-04 22:49:45,Washington Post,NEGATIVE,0.9966908693313599
clinton sanders battle boils over in debate between resolute contenders,politics,2016-02-05 04:51:00,Washington Post,NEGATIVE,0.9863834381103516
take mr obamas oil fee proposal seriously,opinions,2016-02-08 01:00:10,Washington Post,POSITIVE,0.9844520092010498
chinas booming ocean parks spell misery for bears belugas dolphins,world,2016-02-09 15:41:00,Washington Post,NEGATIVE,0.9902646541595459
the merits of president obamas proposed oil tax,opinions,2016-02-09 22:38:30,Washington Post,POSITIVE,0.9980858564376831
boiled peanuts beer and hoops how bernie sanders spent his day in new york,post politics,2016-02-11 03:23:12,Washington Post,NEGATIVE,0.9677050113677979
the legal use of lead in some aircraft fuel is still harmful,opinions,2016-02-11 22:34:24,Washington Post,NEGATIVE,0.9993025064468384
the obama sanders debate opposing views on the poisonous political climate,opinions,2016-02-13 00:38:07,Washington Post,NEGATIVE,0.9677681922912598
clinton sanders court the african american vote at same las vegas church,post politics,2016-02-14 23:31:30,Washington Post,NEGATIVE,0.7926065325737
the long simmering bush trump feud boils over on stage,politics,2016-02-15 02:54:00,Washington Post,NEGATIVE,0.9649459719657898
how the olympics could fuel a pandemic,opinions,2016-02-15 22:47:09,Washington Post,NEGATIVE,0.8046115636825562
saudi arabia leads bid to cap oil output but plan hinges on wider backing,world,2016-02-16 14:34:00,Washington Post,POSITIVE,0.5983211994171143
pope francis urges mexicos priests to fight drug fueled violence corruption,world,2016-02-16 22:25:50,Washington Post,NEGATIVE,0.9233570098876953
chinas toilet revolution could see unruly users blacklisted from public bathrooms,worldviews,2016-02-17 16:42:14,Washington Post,NEGATIVE,0.9984132051467896
sunni tribesmen clash with islamic state in fallujah as resentment boils,world,2016-02-19 20:13:00,Washington Post,NEGATIVE,0.9884935021400452
what curse cubs are vegas favorite to win the world series,early lead,2016-02-23 00:18:25,Washington Post,NEGATIVE,0.701433539390564
climate deniers are picking up and moving their arguments inland because of rising seas,opinions,2016-02-23 14:46:15,Washington Post,POSITIVE,0.9879869818687439
climate deniers are picking up and moving their arguments inland because of rising seas,opinions,2016-02-23 14:46:15,Washington Post,POSITIVE,0.9879869818687439
memphis grizzlies marc gasol to miss rest of season with broken right foot,early lead,2016-02-23 21:07:13,Washington Post,NEGATIVE,0.9956106543540955
saudi arabia is reeling from falling oil prices and it could get much worse,world,2016-02-26 00:36:02,Washington Post,NEGATIVE,0.9994872808456421
the corruption that fueled ukraines 2014 revolution wont go away,world,2016-02-28 11:00:00,Washington Post,POSITIVE,0.9519952535629272
spray tans soiled pants and little hands the gop race goes in the gutter,politics,2016-02-29 16:05:00,Washington Post,NEGATIVE,0.9948295950889587
why this record breaking pro climber is devoting himself to solar energy,early lead,2016-03-02 12:00:08,Washington Post,NEGATIVE,0.9537234306335449
jordan says it foiled an islamic state plot to attack civilian military targets,world,2016-03-02 21:23:21,Washington Post,NEGATIVE,0.9921499490737915
maria sharapova fuels retirement talk with mysterious press conference,early lead,2016-03-06 18:58:40,Washington Post,NEGATIVE,0.924915611743927
new twist in d c death of a former putin aide fuels moscow conspiracy theories,worldviews,2016-03-11 12:19:46,Washington Post,NEGATIVE,0.7262422442436218
let marco rubio give the eulogy for the republican position on climate,opinions,2016-03-11 13:42:02,Washington Post,POSITIVE,0.9733662009239197
let marco rubio give the eulogy for the republican position on climate,opinions,2016-03-11 13:42:02,Washington Post,POSITIVE,0.9733662009239197
links between climate change and extreme weather are increasingly clear and present,capital weather gang,2016-03-11 15:00:43,Washington Post,POSITIVE,0.9987515211105347
meaningless iowa state three pointer sets off march madness in vegas,early lead,2016-03-11 15:48:45,Washington Post,NEGATIVE,0.9992207288742065
as energy prices drop ordinary russians are protesting,world,2016-03-13 10:00:00,Washington Post,NEGATIVE,0.9658682346343994
rubios demise marks the last gasp of the republican reboot,politics,2016-03-16 02:47:00,Washington Post,NEGATIVE,0.9989811778068542
donald trumps unsettling nonsense on weather and climate,capital weather gang,2016-03-22 16:47:18,Washington Post,NEGATIVE,0.9967183470726013
is jebs endorsement of ted cruz lacking in energy,opinions,2016-03-23 12:37:53,Washington Post,NEGATIVE,0.9974665641784668
is jebs endorsement of ted cruz lacking in energy,opinions,2016-03-23 12:37:53,Washington Post,NEGATIVE,0.9974665641784668
jim harbaugh pours a little gasoline on michigan ohio state rivalry,early lead,2016-03-23 15:05:51,Washington Post,NEGATIVE,0.5113595724105835
meteorologists overwhelmingly conclude climate change is real and human caused,capital weather gang,2016-03-24 18:02:52,Washington Post,POSITIVE,0.9924216866493225
north korea claims it tested solid fuel rocket a big step in nuclear arms program,world,2016-03-24 21:33:00,Washington Post,NEGATIVE,0.6281843781471252
for one week at least trump is running a low energy campaign,politics,2016-03-25 22:32:00,Washington Post,NEGATIVE,0.9993624091148376
dr drew did surprisingly good job with national anthem at kings oilers game,early lead,2016-03-27 22:25:11,Washington Post,POSITIVE,0.9993425011634827
roy williams gashes finger cutting down net brags about good looking blood,early lead,2016-03-28 05:07:04,Washington Post,NEGATIVE,0.8515397310256958
johnny manziel isnt helping himself by partying with celebrity chef in vegas,early lead,2016-03-28 13:25:41,Washington Post,NEGATIVE,0.9768952131271362
with climate change u s states routinely achieving new levels of extreme warmth,capital weather gang,2016-03-31 15:16:01,Washington Post,POSITIVE,0.9926459789276123
breaking news in climate hoax conspiracy land,opinions,2016-04-01 18:52:28,Washington Post,NEGATIVE,0.9912876486778259
breaking news in climate hoax conspiracy land,opinions,2016-04-01 18:52:28,Washington Post,NEGATIVE,0.9912876486778259
sanders asks clinton for an apology as sparring continues over fossil fuel donations,post politics,2016-04-01 23:58:21,Washington Post,NEGATIVE,0.9927506446838379
belgian authorities arrest third suspect in foiled terror attack plotted for france,world,2016-04-02 17:09:00,Washington Post,NEGATIVE,0.7786060571670532
in turmoil or triumph donald trump stands alone,politics,2016-04-02 22:51:00,Washington Post,POSITIVE,0.998923122882843
egyptian tv presenter wears electricity bills on air in protest,worldviews,2016-04-05 17:28:55,Washington Post,NEGATIVE,0.9974587559700012
report much of the u s seeing more rain and less snow due to climate change,capital weather gang,2016-04-05 18:49:40,Washington Post,NEGATIVE,0.974129855632782
climate change calls for real answers not spitballing,opinions,2016-04-05 21:33:42,Washington Post,POSITIVE,0.9571066498756409
the next president must keep advancing our quiet revolution in clean energy,opinions,2016-04-06 00:58:29,Washington Post,POSITIVE,0.9743942618370056
an instant runoff system would eliminate all the talk of spoilers,opinions,2016-04-08 21:56:03,Washington Post,NEGATIVE,0.9932007193565369
looking for a true energy revolution,opinions,2016-04-11 20:40:32,Washington Post,NEGATIVE,0.9216380715370178
former energy department worker sentenced in email spear phishing attempt,world,2016-04-11 21:55:52,Washington Post,NEGATIVE,0.9948476552963257
former energy department worker sentenced in email spear phishing attempt,world,2016-04-11 21:55:52,Washington Post,NEGATIVE,0.9948476552963257
in kasichs call for governing experience some hear another gasp of old gop,politics,2016-04-12 23:01:00,Washington Post,NEGATIVE,0.8937582969665527
nasa smacks down climate change doubters in facebook discussion,capital weather gang,2016-04-14 16:07:17,Washington Post,NEGATIVE,0.9886059165000916
a burning mountain of trash in mumbai fuels middle class outcry,world,2016-04-15 07:44:00,Washington Post,NEGATIVE,0.9960753321647644
as oil output falls libya is on the verge of economic collapse,world,2016-04-16 09:00:00,Washington Post,NEGATIVE,0.9996292591094971
all the alarms are sounding on climate now and we are ready the way we always are,opinions,2016-04-17 18:45:11,Washington Post,POSITIVE,0.9995017051696777
all the alarms are sounding on climate now and we are ready the way we always are,opinions,2016-04-17 18:45:11,Washington Post,POSITIVE,0.9995017051696777
incredible satellite images of category 5 cyclone hovering near madagascar,capital weather gang,2016-04-18 15:56:46,Washington Post,POSITIVE,0.9989731311798096
mr sanderss war on clean energy,opinions,2016-04-19 00:10:38,Washington Post,NEGATIVE,0.70038241147995
a humongous el nino fueled cyclone named fantala is this years third record breaker in a row,worldviews,2016-04-19 09:00:57,Washington Post,POSITIVE,0.957414448261261
natural gas which is mostly methane is not clean,opinions,2016-04-21 21:12:29,Washington Post,NEGATIVE,0.9995239973068237
climate politics is like playing ping pong with a soap bubble,opinions,2016-04-22 12:49:36,Washington Post,NEGATIVE,0.9912274479866028
climate politics is like playing ping pong with a soap bubble,opinions,2016-04-22 12:49:36,Washington Post,NEGATIVE,0.9912274479866028
trash incineration is not renewable energy,opinions,2016-04-22 20:53:05,Washington Post,NEGATIVE,0.9997374415397644
it still boils down to excluding people based on their identity,opinions,2016-04-22 22:40:23,Washington Post,NEGATIVE,0.995103120803833
nfl players were disturbed by what they saw on game of thrones spoilers,early lead,2016-04-25 03:21:51,Washington Post,NEGATIVE,0.999515175819397
climate doesnt change all the time but deniers excuses do,opinions,2016-04-25 13:30:57,Washington Post,NEGATIVE,0.9838995933532715
climate doesnt change all the time but deniers excuses do,opinions,2016-04-25 13:30:57,Washington Post,NEGATIVE,0.9838995933532715
saudi arabia announces plan to end its addiction to oil,worldviews,2016-04-25 18:31:47,Washington Post,NEGATIVE,0.8482607007026672
raiders now seem more likely to move to las vegas than los angeles,early lead,2016-04-26 16:22:06,Washington Post,NEGATIVE,0.9887231588363647
holidays in saudi arabia the kingdoms ambitious post oil tourism plan,worldviews,2016-04-27 07:30:23,Washington Post,POSITIVE,0.995762050151825
venezuela declares a 2 day workweek because of dire energy shortages,worldviews,2016-04-27 15:43:14,Washington Post,NEGATIVE,0.9925466179847717
raiders to vegas push gets an unlikely supporter david beckham,early lead,2016-04-28 17:57:40,Washington Post,POSITIVE,0.9978103041648865
burning wood is not the future of energy,opinions,2016-04-29 01:16:51,Washington Post,NEGATIVE,0.9996665716171265
german police warn of a climate of fear and more right wing extremist violence,worldviews,2016-04-29 09:00:50,Washington Post,NEGATIVE,0.9948586225509644
oil rig helicopter crashes off norway presumably killing all 13 aboard,world,2016-04-29 20:59:02,Washington Post,NEGATIVE,0.9983097314834595
jimmy kimmel wants you to know the facts about climate change,capital weather gang,2016-05-03 17:00:57,Washington Post,POSITIVE,0.9983874559402466
as climate change cooks the arctic east coast blizzards may become more likely,capital weather gang,2016-05-04 17:27:58,Washington Post,NEGATIVE,0.9875703454017639
a raging fire turns canadian city at heart of oil boom into a ghost town,worldviews,2016-05-04 18:34:38,Washington Post,POSITIVE,0.9391523003578186
controversial concert spoils chinas plans to bury cultural revolution anniversary,worldviews,2016-05-09 08:45:33,Washington Post,NEGATIVE,0.9991449117660522
falling oil prices spark a rise in kidnappings by west african pirates,worldviews,2016-05-10 09:00:41,Washington Post,NEGATIVE,0.9946356415748596
nfl owner says raiders move to las vegas wouldnt be impossible,early lead,2016-05-11 13:35:37,Washington Post,NEGATIVE,0.9762511849403381
brazil endures more turmoil,opinions,2016-05-14 00:10:23,Washington Post,NEGATIVE,0.9929208159446716
the least among us will suffer the most from climate change,opinions,2016-05-16 22:17:58,Washington Post,NEGATIVE,0.998291552066803
laziness needs to be rehabilitated but nobody can summon the energy,opinions,2016-05-17 16:56:41,Washington Post,NEGATIVE,0.999764621257782
laziness needs to be rehabilitated but nobody can summon the energy,opinions,2016-05-17 16:56:41,Washington Post,NEGATIVE,0.999764621257782
the micro climate that turned monticello into an agricultural sweet spot,capital weather gang,2016-05-18 17:05:39,Washington Post,POSITIVE,0.995733916759491
iraqi security forces use tear gas as protesters try to storm the green zone,world,2016-05-20 20:28:00,Washington Post,NEGATIVE,0.9934130311012268
with oil prices stubbornly low saudi arabias future looks fraught,world,2016-05-21 19:31:00,Washington Post,NEGATIVE,0.9973726272583008
johnny manziel kicked out of vegas club in his latest starring role on tmz,early lead,2016-05-22 12:00:46,Washington Post,NEGATIVE,0.9978057742118835
the trump train is fueled by conspiracy,opinions,2016-05-23 23:44:32,Washington Post,NEGATIVE,0.994981586933136
a rainy atlantic weather system even a tropical storm might spoil d c s memorial day,capital weather gang,2016-05-24 16:18:45,Washington Post,NEGATIVE,0.9958623647689819
raiders mark davis hasnt heard no from owners over vegas at least to his face,early lead,2016-05-25 13:51:03,Washington Post,NEGATIVE,0.9874300360679626
donald trumps dangerous nonsensical energy plan,opinions,2016-05-29 23:43:43,Washington Post,NEGATIVE,0.9917028546333313
nba star pau gasol considering skipping rio olympics due to zika concerns,early lead,2016-05-30 13:35:30,Washington Post,NEGATIVE,0.9865487217903137
nba gives steph curry 31 points not 29 in game 6 which was big news in vegas,early lead,2016-05-30 14:52:13,Washington Post,NEGATIVE,0.6707152724266052
trump is wrong on the paris climate agreement i know because i negotiated it,opinions,2016-05-31 20:38:36,Washington Post,NEGATIVE,0.9988011121749878
inside democrats trump fueled scramble to take back the house,politics,2016-06-01 10:00:00,Washington Post,NEGATIVE,0.9694111943244934
if the raiders dont move to las vegas it wont be because of the nfls owners,early lead,2016-06-01 13:34:51,Washington Post,NEGATIVE,0.9833278059959412
germany arrests 3 suspected syrian terrorists foils alleged islamic state plot,world,2016-06-02 16:34:00,Washington Post,NEGATIVE,0.9652963876724243
save the climate and protect america build an underground energy interstate now,capital weather gang,2016-06-02 18:16:08,Washington Post,POSITIVE,0.9775213003158569
sanders knocks trump and the media over climate change,post politics,2016-06-02 22:33:30,Washington Post,NEGATIVE,0.9773929715156555
the islamic state is fueled by islamophobia,opinions,2016-06-03 00:00:05,Washington Post,NEGATIVE,0.8970768451690674
